timestamp,instrument,confidence,device,source_type,fps,ram_usage_mb
2025-07-26 07:59:46,rondador,0.39,cpu,video_test,31.25,627.70
2025-07-26 07:59:46,bombo_andino,0.32,cpu,video_test,31.25,627.70
2025-07-26 07:59:46,rondador,0.37,cpu,video_test,31.60,627.70
2025-07-26 07:59:46,bombo_andino,0.31,cpu,video_test,31.60,627.70
2025-07-26 07:59:46,rondador,0.33,cpu,video_test,63.62,627.70
2025-07-26 07:59:46,bombo_andino,0.32,cpu,video_test,63.62,627.70
2025-07-26 07:59:46,bombo_andino,0.35,cpu,video_test,31.74,627.70
2025-07-26 07:59:46,rondador,0.32,cpu,video_test,31.74,627.70
2025-07-26 07:59:46,bombo_andino,0.34,cpu,video_test,31.76,627.70
2025-07-26 07:59:46,rondador,0.29,cpu,video_test,31.76,627.70
2025-07-26 07:59:46,bombo_andino,0.32,cpu,video_test,31.32,627.70
2025-07-26 07:59:46,rondador,0.28,cpu,video_test,31.32,627.70
2025-07-26 07:59:46,bombo_andino,0.35,cpu,video_test,31.64,627.70
2025-07-26 07:59:46,rondador,0.30,cpu,video_test,31.64,627.70
2025-07-26 07:59:46,bombo_andino,0.33,cpu,video_test,31.40,627.70
2025-07-26 07:59:46,rondador,0.31,cpu,video_test,31.40,627.70
2025-07-26 07:59:46,bombo_andino,0.34,cpu,video_test,31.80,627.70
2025-07-26 07:59:46,rondador,0.33,cpu,video_test,31.80,627.70
2025-07-26 07:59:46,rondador,0.38,cpu,video_test,31.57,627.70
2025-07-26 07:59:46,bombo_andino,0.28,cpu,video_test,31.57,627.70
2025-07-26 07:59:47,rondador,0.40,cpu,video_test,31.87,627.70
2025-07-26 07:59:47,bombo_andino,0.25,cpu,video_test,31.87,627.70
2025-07-26 07:59:47,rondador,0.38,cpu,video_test,29.06,627.70
2025-07-26 07:59:47,bombo_andino,0.25,cpu,video_test,29.06,627.70
2025-07-26 07:59:47,rondador,0.38,cpu,video_test,31.52,627.70
2025-07-26 07:59:47,rondador,0.37,cpu,video_test,31.82,627.70
2025-07-26 07:59:47,rondador,0.35,cpu,video_test,31.71,627.70
2025-07-26 07:59:47,rondador,0.36,cpu,video_test,31.37,627.70
2025-07-26 07:59:47,rondador,0.33,cpu,video_test,29.43,627.70
2025-07-26 07:59:47,rondador,0.32,cpu,video_test,31.66,627.70
2025-07-26 07:59:47,bombo_andino,0.31,cpu,video_test,31.66,627.70
2025-07-26 07:59:47,rondador,0.32,cpu,video_test,63.68,627.70
